;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 2010;;;
Município;% população com renda < 1/2 SM;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. Nesta tabela, o valor de referência, salário mínimo de 2010, é de R$ 510,00.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
211110 SAO JOAO DOS PATOS;60,58;;
211120 SAO JOSE DE RIBAMAR;50,11;;
211125 SAO JOSE DOS BASILIOS;79,18;;
211130 SAO LUIS;37,94;;
211140 SAO LUIS GONZAGA DO MARANHAO;80,38;;
211150 SAO MATEUS DO MARANHAO;66,85;;
211153 SAO PEDRO DA AGUA BRANCA;70,12;;
211157 SAO PEDRO DOS CRENTES;66,27;;
211160 SAO RAIMUNDO DAS MANGABEIRAS;66,94;;
211163 SAO RAIMUNDO DO DOCA BEZERRA;81,7;;
211167 SAO ROBERTO;82,92;;
211170 SAO VICENTE FERRER;83,15;;
211172 SATUBINHA;90,27;;
211174 SENADOR ALEXANDRE COSTA;74,44;;
211176 SENADOR LA ROCQUE;68,03;;
211178 SERRANO DO MARANHAO;88,37;;
211180 SITIO NOVO;79,6;;
211190 SUCUPIRA DO NORTE;74,62;;
211195 SUCUPIRA DO RIACHAO;72,87;;
211200 TASSO FRAGOSO;70;;
211210 TIMBIRAS;83,15;;
211220 TIMON;56,12;;
211223 TRIZIDELA DO VALE;66,04;;
211227 TUFILANDIA;80,58;;
211230 TUNTUM;74,35;;
211240 TURIACU;79,12;;
211245 TURILANDIA;80,65;;
211250 TUTOIA;74,04;;
211260 URBANO SANTOS;80,43;;
211270 VARGEM GRANDE;81,78;;
211280 VIANA;69,15;;
211285 VILA NOVA DOS MARTIRIOS;70,84;;
211290 VITORIA DO MEARIM;71,83;;
211300 VITORINO FREIRE;71,67;;
211400 ZE DOCA;68,69;;
220005 ACAUA;73,13;;
220010 AGRICOLANDIA;66,96;;
220020 AGUA BRANCA;57,58;;
220025 ALAGOINHA DO PIAUI;71,67;;
220027 ALEGRETE DO PIAUI;64,02;;
220030 ALTO LONGA;70,35;;
220040 ALTOS;64,73;;
220045 ALVORADA DO GURGUEIA;78,22;;
220050 AMARANTE;62,17;;
220060 ANGICAL DO PIAUI;63,4;;
220070 ANISIO DE ABREU;68,29;;
220080 ANTONIO ALMEIDA;65,05;;
220090 AROAZES;65,15;;
220095 AROEIRAS DO ITAIM;77,86;;
220100 ARRAIAL;77,24;;
220105 ASSUNCAO DO PIAUI;84,82;;
220110 AVELINO LOPES;73,96;;
220115 BAIXA GRANDE DO RIBEIRO;75,32;;
220117 BARRA D'ALCANTARA;70,72;;
220120 BARRAS;67,27;;
220130 BARREIRAS DO PIAUI;67,34;;
220140 BARRO DURO;56,44;;
220150 BATALHA;72,96;;
220155 BELA VISTA DO PIAUI;78,76;;
220157 BELEM DO PIAUI;78,78;;
220160 BENEDITINOS;67,53;;
220170 BERTOLINIA;57,81;;
220173 BETANIA DO PIAUI;80,78;;
220177 BOA HORA;72,95;;
220180 BOCAINA;56,03;;
220190 BOM JESUS;53,07;;
220191 BOM PRINCIPIO DO PIAUI;77,27;;
220192 BONFIM DO PIAUI;63,69;;
220194 BOQUEIRAO DO PIAUI;63,1;;
220196 BRASILEIRA;60,8;;
220198 BREJO DO PIAUI;73,86;;
220200 BURITI DOS LOPES;73,45;;
220202 BURITI DOS MONTES;72,58;;
220205 CABECEIRAS DO PIAUI;69,21;;
220207 CAJAZEIRAS DO PIAUI;73,56;;
220208 CAJUEIRO DA PRAIA;79,1;;
220209 CALDEIRAO GRANDE DO PIAUI;69,32;;
220210 CAMPINAS DO PIAUI;71,84;;
220211 CAMPO ALEGRE DO FIDALGO;79,79;;
220213 CAMPO GRANDE DO PIAUI;66,4;;
220217 CAMPO LARGO DO PIAUI;81,9;;
220220 CAMPO MAIOR;54,61;;
220225 CANAVIEIRA;71,42;;
220230 CANTO DO BURITI;66,43;;
220240 CAPITAO DE CAMPOS;66,23;;
220245 CAPITAO GERVASIO OLIVEIRA;79,03;;
220250 CARACOL;75,66;;
220253 CARAUBAS DO PIAUI;83,31;;
220255 CARIDADE DO PIAUI;76,31;;
220260 CASTELO DO PIAUI;64,94;;
220265 CAXINGO;78,73;;
220270 COCAL;76,65;;
220271 COCAL DE TELHA;68,74;;
220272 COCAL DOS ALVES;77,53;;
220273 COIVARAS;71,74;;
220275 COLONIA DO GURGUEIA;63,89;;
220277 COLONIA DO PIAUI;63,08;;
220280 CONCEICAO DO CANINDE;70,92;;
220285 CORONEL JOSE DIAS;73,37;;
220290 CORRENTE;60,24;;
220300 CRISTALANDIA DO PIAUI;77,67;;
220310 CRISTINO CASTRO;67,3;;
220320 CURIMATA;64,86;;
220323 CURRAIS;78,43;;
220325 CURRALINHOS;75,25;;
220327 CURRAL NOVO DO PIAUI;79,24;;
220330 DEMERVAL LOBAO;58,94;;
220335 DIRCEU ARCOVERDE;64,44;;
220340 DOM EXPEDITO LOPES;64,31;;
220342 DOMINGOS MOURAO;72,23;;
220345 DOM INOCENCIO;77,15;;
220350 ELESBAO VELOSO;62,36;;
220360 ELISEU MARTINS;58,65;;
220370 ESPERANTINA;61,04;;
220375 FARTURA DO PIAUI;73,7;;
220380 FLORES DO PIAUI;76,2;;
220385 FLORESTA DO PIAUI;68,92;;
220390 FLORIANO;43,78;;
220400 FRANCINOPOLIS;75,83;;
220410 FRANCISCO AYRES;63,27;;
220415 FRANCISCO MACEDO;59,04;;
220420 FRANCISCO SANTOS;54,83;;
220430 FRONTEIRAS;56,44;;
220435 GEMINIANO;73,86;;
220440 GILBUES;70,52;;
220450 GUADALUPE;48,06;;
220455 GUARIBAS;80,25;;
220460 HUGO NAPOLEAO;74,94;;
220465 ILHA GRANDE;77,09;;
220470 INHUMA;67,83;;
220480 IPIRANGA DO PIAUI;66,01;;
220490 ISAIAS COELHO;77,47;;
220500 ITAINOPOLIS;66,07;;
220510 ITAUEIRA;63,14;;
220515 JACOBINA DO PIAUI;74,75;;
220520 JAICOS;68,33;;
220525 JARDIM DO MULATO;72,53;;
220527 JATOBA DO PIAUI;67,69;;
220530 JERUMENHA;65,02;;
220535 JOAO COSTA;74,75;;
220540 JOAQUIM PIRES;82,41;;
220545 JOCA MARQUES;81,73;;
220550 JOSE DE FREITAS;66,08;;
220551 JUAZEIRO DO PIAUI;73,41;;
220552 JULIO BORGES;77,79;;
220553 JUREMA;75,62;;
220554 LAGOINHA DO PIAUI;68,91;;
220555 LAGOA ALEGRE;71,27;;
220556 LAGOA DO BARRO DO PIAUI;81,87;;
220557 LAGOA DE SAO FRANCISCO;77,91;;
220558 LAGOA DO PIAUI;66,8;;
220559 LAGOA DO SITIO;76,04;;
220560 LANDRI SALES;67,14;;
220570 LUIS CORREIA;74,5;;
220580 LUZILANDIA;67,68;;
220585 MADEIRO;85,82;;
220590 MANOEL EMIDIO;72,92;;
220595 MARCOLANDIA;62,33;;
220600 MARCOS PARENTE;59,59;;
220605 MASSAPE DO PIAUI;74,8;;
220610 MATIAS OLIMPIO;75,47;;
220620 MIGUEL ALVES;77,3;;
220630 MIGUEL LEAO;62,28;;
220635 MILTON BRANDAO;79,38;;
220640 MONSENHOR GIL;63,9;;
220650 MONSENHOR HIPOLITO;58,36;;
220660 MONTE ALEGRE DO PIAUI;76,84;;
220665 MORRO CABECA NO TEMPO;84,67;;
220667 MORRO DO CHAPEU DO PIAUI;70,52;;
220669 MURICI DOS PORTELAS;85,17;;
220670 NAZARE DO PIAUI;68,98;;
220672 NAZARIA;71,05;;
220675 NOSSA SENHORA DE NAZARE;67,98;;
220680 NOSSA SENHORA DOS REMEDIOS;77,18;;
220690 NOVO ORIENTE DO PIAUI;69,83;;
220695 NOVO SANTO ANTONIO;72,91;;
220700 OEIRAS;59,52;;
220710 OLHO D'AGUA DO PIAUI;73,47;;
220720 PADRE MARCOS;72,08;;
220730 PAES LANDIM;71,37;;
220735 PAJEU DO PIAUI;68,21;;
220740 PALMEIRA DO PIAUI;69,24;;
220750 PALMEIRAIS;77,21;;
220755 PAQUETA;75,4;;
220760 PARNAGUA;74,95;;
220770 PARNAIBA;52,52;;
220775 PASSAGEM FRANCA DO PIAUI;56,53;;
220777 PATOS DO PIAUI;72;;
220779 PAU D'ARCO DO PIAUI;78,13;;
220780 PAULISTANA;65,4;;
220785 PAVUSSU;72,3;;
220790 PEDRO II;71,16;;
220793 PEDRO LAURENTINO;84,09;;
220795 NOVA SANTA RITA;77,66;;
220800 PICOS;41,91;;
220810 PIMENTEIRAS;69,3;;
220820 PIO IX;73,48;;
220830 PIRACURUCA;65,74;;
220840 PIRIPIRI;56,98;;
220850 PORTO;77,06;;
220855 PORTO ALEGRE DO PIAUI;73,01;;
220860 PRATA DO PIAUI;75,89;;
220865 QUEIMADA NOVA;79,39;;
220870 REDENCAO DO GURGUEIA;70,35;;
220880 REGENERACAO;65,18;;
220885 RIACHO FRIO;83,02;;
220887 RIBEIRA DO PIAUI;78,78;;
220890 RIBEIRO GONCALVES;67,49;;
220900 RIO GRANDE DO PIAUI;66,38;;
220910 SANTA CRUZ DO PIAUI;63,31;;
220915 SANTA CRUZ DOS MILAGRES;70,39;;
220920 SANTA FILOMENA;78,78;;
220930 SANTA LUZ;72,71;;
220935 SANTANA DO PIAUI;67,18;;
220937 SANTA ROSA DO PIAUI;70,22;;
220940 SANTO ANTONIO DE LISBOA;56,25;;
220945 SANTO ANTONIO DOS MILAGRES;75,39;;
220950 SANTO INACIO DO PIAUI;68,31;;
220955 SAO BRAZ DO PIAUI;67,41;;
220960 SAO FELIX DO PIAUI;62,64;;
220965 SAO FRANCISCO DE ASSIS DO PIAUI;84,17;;
220970 SAO FRANCISCO DO PIAUI;71,17;;
220975 SAO GONCALO DO GURGUEIA;75,73;;
220980 SAO GONCALO DO PIAUI;70,51;;
220985 SAO JOAO DA CANABRAVA;69,63;;
220987 SAO JOAO DA FRONTEIRA;78,22;;
220990 SAO JOAO DA SERRA;71,05;;
220995 SAO JOAO DA VARJOTA;70,46;;
220997 SAO JOAO DO ARRAIAL;80,34;;
221000 SAO JOAO DO PIAUI;59,03;;
221005 SAO JOSE DO DIVINO;74,52;;
221010 SAO JOSE DO PEIXE;71,14;;
221020 SAO JOSE DO PIAUI;59,02;;
221030 SAO JULIAO;58,7;;
221035 SAO LOURENCO DO PIAUI;59,69;;
221037 SAO LUIS DO PIAUI;68,39;;
221038 SAO MIGUEL DA BAIXA GRANDE;68,61;;
221039 SAO MIGUEL DO FIDALGO;79,17;;
221040 SAO MIGUEL DO TAPUIO;77,86;;
221050 SAO PEDRO DO PIAUI;69,71;;
221060 SAO RAIMUNDO NONATO;55,49;;
221062 SEBASTIAO BARROS;79,97;;
221063 SEBASTIAO LEAL;77,68;;
221065 SIGEFREDO PACHECO;74,65;;
221070 SIMOES;67,83;;
221080 SIMPLICIO MENDES;58,94;;
221090 SOCORRO DO PIAUI;73,87;;
221093 SUSSUAPARA;66,33;;
221095 TAMBORIL DO PIAUI;78,47;;
221097 TANQUE DO PIAUI;66,73;;
221100 TERESINA;39,18;;
221110 UNIAO;73,07;;
221120 URUCUI;55,88;;
221130 VALENCA DO PIAUI;57,15;;
221135 VARZEA BRANCA;72,49;;
221140 VARZEA GRANDE;65,77;;
221150 VERA MENDES;78,44;;
221160 VILA NOVA DO PIAUI;74,26;;
221170 WALL FERRAZ;77,51;;
230010 ABAIARA;72,32;;
230015 ACARAPE;66,74;;
230020 ACARAU;75,98;;
230030 ACOPIARA;68,91;;
230040 AIUABA;75,11;;
230050 ALCANTARAS;67,34;;
230060 ALTANEIRA;72,73;;
230070 ALTO SANTO;64,32;;
230075 AMONTADA;79,35;;
230080 ANTONINA DO NORTE;70,12;;
230090 APUIARES;71,55;;
230100 AQUIRAZ;57,72;;
230110 ARACATI;60,19;;
230120 ARACOIABA;69,5;;
230125 ARARENDA;74,82;;
230130 ARARIPE;76,46;;
230140 ARATUBA;73,01;;
230150 ARNEIROZ;69,81;;
230160 ASSARE;67,97;;
230170 AURORA;67,63;;
230180 BAIXIO;63,04;;
230185 BANABUIU;74,67;;
230190 BARBALHA;57,79;;
230195 BARREIRA;70,1;;
230200 BARRO;67,53;;
230205 BARROQUINHA;78,68;;
230210 BATURITE;62,97;;
230220 BEBERIBE;64,75;;
230230 BELA CRUZ;75,24;;
230240 BOA VIAGEM;71,62;;
230250 BREJO SANTO;62,13;;
230260 CAMOCIM;72,62;;
230270 CAMPOS SALES;66,68;;
230280 CANINDE;71,13;;
230290 CAPISTRANO;76,1;;
230300 CARIDADE;74,63;;
230310 CARIRE;72,53;;
230320 CARIRIACU;69,49;;
230330 CARIUS;68,1;;
230340 CARNAUBAL;74,51;;
230350 CASCAVEL;60,68;;
230360 CATARINA;72,13;;
230365 CATUNDA;76,18;;
230370 CAUCAIA;53,35;;
230380 CEDRO;63,39;;
230390 CHAVAL;74,71;;
230393 CHORO;79,7;;
230395 CHOROZINHO;66,41;;
230400 COREAU;74,88;;
230410 CRATEUS;61,86;;
230420 CRATO;51,76;;
230423 CROATA;80,39;;
230425 CRUZ;68,53;;
230426 DEPUTADO IRAPUAN PINHEIRO;65,44;;
230427 ERERE;66,74;;
230428 EUSEBIO;50,8;;
230430 FARIAS BRITO;70,94;;
230435 FORQUILHA;60,88;;
230440 FORTALEZA;35,26;;
230445 FORTIM;68,23;;
230450 FRECHEIRINHA;71,19;;
230460 GENERAL SAMPAIO;71,49;;
230465 GRACA;75;;
230470 GRANJA;82,8;;
230480 GRANJEIRO;70,11;;
230490 GROAIRAS;61,07;;
230495 GUAIUBA;70,77;;
230500 GUARACIABA DO NORTE;71,7;;
230510 GUARAMIRANGA;65,14;;
230520 HIDROLANDIA;68,39;;
230523 HORIZONTE;55,72;;
230526 IBARETAMA;76,69;;
230530 IBIAPINA;67,28;;
230533 IBICUITINGA;76,54;;
230535 ICAPUI;64,72;;
230540 ICO;66,87;;
230550 IGUATU;51,03;;
230560 INDEPENDENCIA;69,04;;
230565 IPAPORANGA;76,56;;
230570 IPAUMIRIM;64,92;;
230580 IPU;66,82;;
230590 IPUEIRAS;74,73;;
230600 IRACEMA;61,99;;
230610 IRAUCUBA;77,73;;
230620 ITAICABA;59,56;;
230625 ITAITINGA;64,9;;
230630 ITAPAGE;70,77;;
230640 ITAPIPOCA;70,09;;
230650 ITAPIUNA;73,24;;
230655 ITAREMA;78,17;;
230660 ITATIRA;75,67;;
230670 JAGUARETAMA;71,85;;
230680 JAGUARIBARA;60,78;;
230690 JAGUARIBE;64,22;;
230700 JAGUARUANA;62,45;;
230710 JARDIM;70,4;;
230720 JATI;66,99;;
230725 JIJOCA DE JERICOACOARA;61,71;;
230730 JUAZEIRO DO NORTE;52,86;;
230740 JUCAS;71,88;;
230750 LAVRAS DA MANGABEIRA;70,09;;
230760 LIMOEIRO DO NORTE;50,91;;
230763 MADALENA;74,56;;
230765 MARACANAU;49,71;;
230770 MARANGUAPE;60,47;;
230780 MARCO;71,94;;
230790 MARTINOPOLE;75,06;;
230800 MASSAPE;69,04;;
230810 MAURITI;72,67;;
230820 MERUOCA;68,71;;
230830 MILAGRES;67,48;;
230835 MILHA;66,1;;
230837 MIRAIMA;82,94;;
230840 MISSAO VELHA;69,05;;
230850 MOMBACA;69,71;;
230860 MONSENHOR TABOSA;71,29;;
230870 MORADA NOVA;64,83;;
230880 MORAUJO;79,7;;
230890 MORRINHOS;73,53;;
230900 MUCAMBO;71,02;;
230910 MULUNGU;72,05;;
230920 NOVA OLINDA;72;;
230930 NOVA RUSSAS;61,12;;
230940 NOVO ORIENTE;71,51;;
230945 OCARA;74,63;;
230950 OROS;60,43;;
230960 PACAJUS;54,04;;
230970 PACATUBA;55,86;;
230980 PACOTI;65,05;;
230990 PACUJA;67,49;;
231000 PALHANO;61,66;;
231010 PALMACIA;72,27;;
231020 PARACURU;65,21;;
231025 PARAIPABA;65,43;;
231030 PARAMBU;74,8;;
231040 PARAMOTI;77,75;;
231050 PEDRA BRANCA;72,41;;
231060 PENAFORTE;63,44;;
231070 PENTECOSTE;72,59;;
231080 PEREIRO;74,67;;
231085 PINDORETAMA;61,17;;
231090 PIQUET CARNEIRO;70,93;;
231095 PIRES FERREIRA;79,17;;
231100 PORANGA;73,73;;
231110 PORTEIRAS;74,78;;
231120 POTENGI;76,54;;
231123 POTIRETAMA;66,61;;
231126 QUITERIANOPOLIS;74,37;;
231130 QUIXADA;63,63;;
231135 QUIXELO;67,98;;
231140 QUIXERAMOBIM;63,64;;
231150 QUIXERE;64,91;;
231160 REDENCAO;63,81;;
231170 RERIUTABA;72,35;;
231180 RUSSAS;50,68;;
231190 SABOEIRO;73,13;;
231195 SALITRE;78,65;;
231200 SANTANA DO ACARAU;81,06;;
231210 SANTANA DO CARIRI;74,69;;
231220 SANTA QUITERIA;72,59;;
231230 SAO BENEDITO;68,78;;
231240 SAO GONCALO DO AMARANTE;61,59;;
231250 SAO JOAO DO JAGUARIBE;49,52;;
231260 SAO LUIS DO CURU;67,73;;
231270 SENADOR POMPEU;63,73;;
231280 SENADOR SA;72,7;;
231290 SOBRAL;53,06;;
231300 SOLONOPOLE;65,98;;
231310 TABULEIRO DO NORTE;52,4;;
231320 TAMBORIL;73,19;;
231325 TARRAFAS;70,35;;
231330 TAUA;66,45;;
231335 TEJUCUOCA;75,64;;
231340 TIANGUA;63,24;;
231350 TRAIRI;76,47;;
231355 TURURU;77,38;;
231360 UBAJARA;64,61;;
231370 UMARI;75,28;;
231375 UMIRIM;79,46;;
231380 URUBURETAMA;72,76;;
231390 URUOCA;78,96;;
231395 VARJOTA;67,16;;
231400 VARZEA ALEGRE;64,3;;
231410 VICOSA DO CEARA;80,23;;
240010 ACARI;49,9;;
240020 ACU;53,05;;
240030 AFONSO BEZERRA;67,88;;
240040 AGUA NOVA;75;;
240050 ALEXANDRIA;64,06;;
240060 ALMINO AFONSO;64,23;;
240070 ALTO DO RODRIGUES;43,35;;
240080 ANGICOS;59,63;;
240090 ANTONIO MARTINS;68,08;;
240100 APODI;58,58;;
240110 AREIA BRANCA;43,56;;
240120 ARES;63,97;;
240130 AUGUSTO SEVERO;69,08;;
240140 BAIA FORMOSA;60,68;;
240145 BARAUNA;65,57;;
240150 BARCELONA;65,85;;
240160 BENTO FERNANDES;68,34;;
240165 BODO;66,16;;
240170 BOM JESUS;66,3;;
240180 BREJINHO;63,73;;
240185 CAICARA DO NORTE;66,57;;
240190 CAICARA DO RIO DO VENTO;69,19;;
240200 CAICO;35,49;;
240210 CAMPO REDONDO;71,5;;
240220 CANGUARETAMA;67,38;;
240230 CARAUBAS;59,06;;
240240 CARNAUBA DOS DANTAS;42,73;;
240250 CARNAUBAIS;67,99;;
240260 CEARA-MIRIM;60,81;;
240270 CERRO CORA;63,64;;
240280 CORONEL EZEQUIEL;69,26;;
240290 CORONEL JOAO PESSOA;69,59;;
240300 CRUZETA;53,09;;
240310 CURRAIS NOVOS;47,5;;
240320 DOUTOR SEVERIANO;62,31;;
240325 PARNAMIRIM;30,28;;
240330 ENCANTO;56,7;;
240340 EQUADOR;66,23;;
240350 ESPIRITO SANTO;73,16;;
240360 EXTREMOZ;53,43;;
240370 FELIPE GUERRA;59,32;;
240375 FERNANDO PEDROZA;68,42;;
240380 FLORANIA;51,7;;
240390 FRANCISCO DANTAS;60,44;;
240400 FRUTUOSO GOMES;64,04;;
240410 GALINHOS;69,35;;
240420 GOIANINHA;58,86;;
240430 GOVERNADOR DIX-SEPT ROSADO;62,32;;
240440 GROSSOS;49,54;;
240450 GUAMARE;53,47;;
240460 IELMO MARINHO;75,11;;
240470 IPANGUACU;64,64;;
240480 IPUEIRA;38,99;;
240485 ITAJA;57,77;;
240490 ITAU;63,25;;
240500 JACANA;64,45;;
240510 JANDAIRA;73,38;;
240520 JANDUIS;67,8;;
240530 JANUARIO CICCO;76,15;;
240540 JAPI;74,13;;
240550 JARDIM DE ANGICOS;67,2;;
240560 JARDIM DE PIRANHAS;58,44;;
240570 JARDIM DO SERIDO;45,8;;
240580 JOAO CAMARA;62,53;;
240590 JOAO DIAS;80,32;;
240600 JOSE DA PENHA;58,25;;
240610 JUCURUTU;57,9;;
240615 JUNDIA;67,01;;
240620 LAGOA D'ANTA;64,31;;
240630 LAGOA DE PEDRAS;73,04;;
240640 LAGOA DE VELHOS;59,52;;
240650 LAGOA NOVA;70,35;;
240660 LAGOA SALGADA;72,36;;
240670 LAJES;65,87;;
240680 LAJES PINTADAS;63,54;;
240690 LUCRECIA;59,69;;
240700 LUIS GOMES;77,05;;
240710 MACAIBA;56,98;;
240720 MACAU;44,06;;
240725 MAJOR SALES;65,1;;
240730 MARCELINO VIEIRA;63,12;;
240740 MARTINS;58,38;;
240750 MAXARANGUAPE;65,15;;
240760 MESSIAS TARGINO;51,78;;
240770 MONTANHAS;71,55;;
240780 MONTE ALEGRE;66,74;;
240790 MONTE DAS GAMELEIRAS;64,29;;
240800 MOSSORO;36,6;;
240810 NATAL;31,13;;
240820 NISIA FLORESTA;60,1;;
240830 NOVA CRUZ;61,38;;
240840 OLHO-D'AGUA DO BORGES;63,12;;
240850 OURO BRANCO;48,39;;
240860 PARANA;72,51;;
240870 PARAU;59,89;;
240880 PARAZINHO;70,75;;
240890 PARELHAS;47,46;;
240895 RIO DO FOGO;69,7;;
240910 PASSA E FICA;67,56;;
240920 PASSAGEM;72,39;;
240930 PATU;59,97;;
240933 SANTA MARIA;67,38;;
240940 PAU DOS FERROS;45,77;;
240950 PEDRA GRANDE;72,2;;
240960 PEDRA PRETA;77,05;;
240970 PEDRO AVELINO;65,29;;
240980 PEDRO VELHO;68,02;;
240990 PENDENCIAS;57,21;;
241000 PILOES;66,88;;
241010 POCO BRANCO;71,05;;
241020 PORTALEGRE;63,56;;
241025 PORTO DO MANGUE;71,57;;
241030 SERRA CAIADA;72,26;;
241040 PUREZA;76,42;;
241050 RAFAEL FERNANDES;57,56;;
241060 RAFAEL GODEIRO;60,06;;
241070 RIACHO DA CRUZ;70,45;;
241080 RIACHO DE SANTANA;65,09;;
241090 RIACHUELO;69,7;;
241100 RODOLFO FERNANDES;63,62;;
241105 TIBAU;56,05;;
241110 RUY BARBOSA;70,21;;
241120 SANTA CRUZ;60,44;;
241140 SANTANA DO MATOS;70,09;;
241142 SANTANA DO SERIDO;50,79;;
241150 SANTO ANTONIO;66,16;;
241160 SAO BENTO DO NORTE;76,05;;
241170 SAO BENTO DO TRAIRI;73,81;;
241180 SAO FERNANDO;57,48;;
241190 SAO FRANCISCO DO OESTE;56,54;;
241200 SAO GONCALO DO AMARANTE;49,86;;
241210 SAO JOAO DO SABUGI;49,7;;
241220 SAO JOSE DE MIPIBU;64,36;;
241230 SAO JOSE DO CAMPESTRE;66,93;;
241240 SAO JOSE DO SERIDO;43,31;;
241250 SAO MIGUEL;65,38;;
241255 SAO MIGUEL DO GOSTOSO;67,38;;
241260 SAO PAULO DO POTENGI;59,27;;
241270 SAO PEDRO;65,06;;
241280 SAO RAFAEL;60,33;;
241290 SAO TOME;64,12;;
241300 SAO VICENTE;60,14;;
241310 SENADOR ELOI DE SOUZA;73,98;;
241320 SENADOR GEORGINO AVELINO;72,32;;
241330 SERRA DE SAO BENTO;68,6;;
241335 SERRA DO MEL;67,16;;
241340 SERRA NEGRA DO NORTE;57,82;;
241350 SERRINHA;67,34;;
241355 SERRINHA DOS PINTOS;66,45;;
241360 SEVERIANO MELO;62,71;;
241370 SITIO NOVO;72,11;;
241380 TABOLEIRO GRANDE;67,4;;
241390 TAIPU;69,3;;
241400 TANGARA;68,44;;
241410 TENENTE ANANIAS;61;;
241415 TENENTE LAURENTINO CRUZ;67,81;;
241420 TIBAU DO SUL;52,99;;
241430 TIMBAUBA DOS BATISTAS;42,22;;
241440 TOUROS;67,66;;
241445 TRIUNFO POTIGUAR;58,44;;
241450 UMARIZAL;62,69;;
241460 UPANEMA;68,27;;
241470 VARZEA;63,22;;
241475 VENHA-VER;78,09;;
241480 VERA CRUZ;65,42;;
241490 VICOSA;69,49;;
241500 VILA FLOR;73,54;;
250010 AGUA BRANCA;71,64;;
250020 AGUIAR;63,81;;
250030 ALAGOA GRANDE;71,4;;
250040 ALAGOA NOVA;67,36;;
250050 ALAGOINHA;68,08;;
250053 ALCANTIL;66,28;;
250057 ALGODAO DE JANDAIRA;70,46;;
250060 ALHANDRA;70,38;;
250070 SAO JOAO DO RIO DO PEIXE;60,57;;
250073 AMPARO;72,75;;
250077 APARECIDA;64,8;;
250080 ARACAGI;70,88;;
250090 ARARA;64,9;;
250100 ARARUNA;68,67;;
250110 AREIA;63,46;;
250115 AREIA DE BARAUNAS;64,32;;
250120 AREIAL;61,31;;
250130 AROEIRAS;73,09;;
250135 ASSUNCAO;63,81;;
250140 BAIA DA TRAICAO;73,32;;
250150 BANANEIRAS;72,37;;
250153 BARAUNA;74,29;;
250157 BARRA DE SANTANA;69,61;;
250160 BARRA DE SANTA ROSA;70,27;;
250170 BARRA DE SAO MIGUEL;57,14;;
250180 BAYEUX;51,36;;
250190 BELEM;67,21;;
250200 BELEM DO BREJO DO CRUZ;68,36;;
250205 BERNARDINO BATISTA;71,7;;
250210 BOA VENTURA;59,62;;
250215 BOA VISTA;54,43;;
250220 BOM JESUS;63,22;;
250230 BOM SUCESSO;62,51;;
250240 BONITO DE SANTA FE;65,36;;
250250 BOQUEIRAO;56,6;;
250260 IGARACY;62,79;;
250270 BORBOREMA;70,71;;
250280 BREJO DO CRUZ;59,47;;
250290 BREJO DOS SANTOS;64,55;;
250300 CAAPORA;66,82;;
250310 CABACEIRAS;59,96;;
250320 CABEDELO;42,66;;
250330 CACHOEIRA DOS INDIOS;58,27;;
250340 CACIMBA DE AREIA;66,11;;
250350 CACIMBA DE DENTRO;69,7;;
250355 CACIMBAS;76,48;;
250360 CAICARA;65,83;;
250370 CAJAZEIRAS;45,56;;
250375 CAJAZEIRINHAS;76,35;;
250380 CALDAS BRANDAO;68,13;;
250390 CAMALAU;68,55;;
250400 CAMPINA GRANDE;41,84;;
250403 CAPIM;79,29;;
250407 CARAUBAS;60,02;;
250410 CARRAPATEIRA;72,28;;
250415 CASSERENGUE;78,46;;
250420 CATINGUEIRA;67,18;;
250430 CATOLE DO ROCHA;53,26;;
250435 CATURITE;58,89;;
250440 CONCEICAO;67,07;;
250450 CONDADO;61,63;;
250460 CONDE;63,48;;
250470 CONGO;65,74;;
250480 COREMAS;64,31;;
250485 COXIXOLA;57,89;;
250490 CRUZ DO ESPIRITO SANTO;72,73;;
250500 CUBATI;69,49;;
250510 CUITE;62,61;;
250520 CUITEGI;67,07;;
250523 CUITE DE MAMANGUAPE;74,42;;
250527 CURRAL DE CIMA;73,21;;
250530 CURRAL VELHO;63,02;;
250535 DAMIAO;77,83;;
250540 DESTERRO;70,68;;
250550 VISTA SERRANA;65,9;;
250560 DIAMANTE;70,42;;
250570 DONA INES;73,18;;
250580 DUAS ESTRADAS;66,94;;
250590 EMAS;71,46;;
250600 ESPERANCA;61,32;;
250610 FAGUNDES;70,46;;
250620 FREI MARTINHO;51,39;;
250625 GADO BRAVO;80,11;;
250630 GUARABIRA;51,62;;
250640 GURINHEM;68,64;;
250650 GURJAO;61,85;;
250660 IBIARA;69,34;;
250670 IMACULADA;72,4;;
250680 INGA;64,73;;
250690 ITABAIANA;60,39;;
250700 ITAPORANGA;55,06;;
