;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 2010;;;
Município;% população com renda < 1/2 SM;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. Nesta tabela, o valor de referência, salário mínimo de 2010, é de R$ 510,00.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
250710 ITAPOROROCA;70,46;;
250720 ITATUBA;69,83;;
250730 JACARAU;70,37;;
250740 JERICO;63,57;;
250750 JOAO PESSOA;32,43;;
250760 JUAREZ TAVORA;70,76;;
250770 JUAZEIRINHO;68,61;;
250780 JUNCO DO SERIDO;65,07;;
250790 JURIPIRANGA;72,25;;
250800 JURU;67,49;;
250810 LAGOA;70,78;;
250820 LAGOA DE DENTRO;72,56;;
250830 LAGOA SECA;58,95;;
250840 LASTRO;70,87;;
250850 LIVRAMENTO;74,19;;
250855 LOGRADOURO;69,04;;
250860 LUCENA;71,88;;
250870 MAE D'AGUA;74,85;;
250880 MALTA;58,44;;
250890 MAMANGUAPE;64,14;;
250900 MANAIRA;71,53;;
250905 MARCACAO;74,46;;
250910 MARI;67,42;;
250915 MARIZOPOLIS;63,81;;
250920 MASSARANDUBA;69,33;;
250930 MATARACA;76,31;;
250933 MATINHAS;72,58;;
250937 MATO GROSSO;67,78;;
250939 MATUREIA;69,54;;
250940 MOGEIRO;70,75;;
250950 MONTADAS;65,63;;
250960 MONTE HOREBE;60,14;;
250970 MONTEIRO;58,72;;
250980 MULUNGU;70,72;;
250990 NATUBA;77,36;;
251000 NAZAREZINHO;72,41;;
251010 NOVA FLORESTA;62,13;;
251020 NOVA OLINDA;68,54;;
251030 NOVA PALMEIRA;62,65;;
251040 OLHO D'AGUA;74,62;;
251050 OLIVEDOS;71,17;;
251060 OURO VELHO;59,71;;
251065 PARARI;57,29;;
251070 PASSAGEM;66,43;;
251080 PATOS;47,78;;
251090 PAULISTA;58,86;;
251100 PEDRA BRANCA;72,14;;
251110 PEDRA LAVRADA;67,31;;
251120 PEDRAS DE FOGO;66,77;;
251130 PIANCO;61,63;;
251140 PICUI;61,9;;
251150 PILAR;74,26;;
251160 PILOES;75,19;;
251170 PILOEZINHOS;71,4;;
251180 PIRPIRITUBA;67,27;;
251190 PITIMBU;74,5;;
251200 POCINHOS;65,27;;
251203 POCO DANTAS;75,69;;
251207 POCO DE JOSE DE MOURA;58,46;;
251210 POMBAL;56,3;;
251220 PRATA;59,81;;
251230 PRINCESA ISABEL;53,2;;
251240 PUXINANA;61,31;;
251250 QUEIMADAS;60,18;;
251260 QUIXABA;60,48;;
251270 REMIGIO;62,82;;
251272 PEDRO REGIS;74,59;;
251274 RIACHAO;77,65;;
251275 RIACHAO DO BACAMARTE;68,65;;
251276 RIACHAO DO POCO;72,17;;
251278 RIACHO DE SANTO ANTONIO;63,9;;
251280 RIACHO DOS CAVALOS;70,55;;
251290 RIO TINTO;65,31;;
251300 SALGADINHO;70,19;;
251310 SALGADO DE SAO FELIX;73,13;;
251315 SANTA CECILIA;75,4;;
251320 SANTA CRUZ;54,84;;
251330 SANTA HELENA;62,86;;
251335 SANTA INES;77,15;;
251340 SANTA LUZIA;53,4;;
251350 SANTANA DE MANGUEIRA;80,71;;
251360 SANTANA DOS GARROTES;61,88;;
251365 JOCA CLAUDINO;67,33;;
251370 SANTA RITA;57,66;;
251380 SANTA TERESINHA;66,91;;
251385 SANTO ANDRE;62,02;;
251390 SAO BENTO;59,62;;
251392 SAO BENTINHO;62,59;;
251394 SAO DOMINGOS DO CARIRI;53,83;;
251396 SAO DOMINGOS;67,34;;
251398 SAO FRANCISCO;64,21;;
251400 SAO JOAO DO CARIRI;54,87;;
251410 SAO JOAO DO TIGRE;73,5;;
251420 SAO JOSE DA LAGOA TAPADA;70,06;;
251430 SAO JOSE DE CAIANA;64,69;;
251440 SAO JOSE DE ESPINHARAS;67,21;;
251445 SAO JOSE DOS RAMOS;74,8;;
251450 SAO JOSE DE PIRANHAS;56,03;;
251455 SAO JOSE DE PRINCESA;66,38;;
251460 SAO JOSE DO BONFIM;66,87;;
251465 SAO JOSE DO BREJO DO CRUZ;70,07;;
251470 SAO JOSE DO SABUGI;56,99;;
251480 SAO JOSE DOS CORDEIROS;70,56;;
251490 SAO MAMEDE;55,8;;
251500 SAO MIGUEL DE TAIPU;77,4;;
251510 SAO SEBASTIAO DE LAGOA DE ROCA;64,36;;
251520 SAO SEBASTIAO DO UMBUZEIRO;63,51;;
251530 SAPE;69,46;;
251540 SAO VICENTE DO SERIDO;72,28;;
251550 SERRA BRANCA;57,15;;
251560 SERRA DA RAIZ;65,89;;
251570 SERRA GRANDE;69,44;;
251580 SERRA REDONDA;61,19;;
251590 SERRARIA;72,94;;
251593 SERTAOZINHO;63,94;;
251597 SOBRADO;72,35;;
251600 SOLANEA;64,88;;
251610 SOLEDADE;60,24;;
251615 SOSSEGO;71,1;;
251620 SOUSA;52,41;;
251630 SUME;58,91;;
251640 TACIMA;77,31;;
251650 TAPEROA;65,45;;
251660 TAVARES;67,52;;
251670 TEIXEIRA;67,92;;
251675 TENORIO;61,57;;
251680 TRIUNFO;58,97;;
251690 UIRAUNA;59,03;;
251700 UMBUZEIRO;71,62;;
251710 VARZEA;42,91;;
251720 VIEIROPOLIS;65,67;;
251740 ZABELE;61,56;;
260005 ABREU E LIMA;48,57;;
260010 AFOGADOS DA INGAZEIRA;58,32;;
260020 AFRANIO;70,55;;
260030 AGRESTINA;63,09;;
260040 AGUA PRETA;78,81;;
260050 AGUAS BELAS;72,97;;
260060 ALAGOINHA;65,42;;
260070 ALIANCA;73,14;;
260080 ALTINHO;68,07;;
260090 AMARAJI;68,47;;
260100 ANGELIM;71,91;;
260105 ARACOIABA;69,76;;
260110 ARARIPINA;64,64;;
260120 ARCOVERDE;53,87;;
260130 BARRA DE GUABIRABA;69,99;;
260140 BARREIROS;72,95;;
260150 BELEM DE MARIA;72,5;;
260160 BELEM DE SAO FRANCISCO;66,1;;
260170 BELO JARDIM;54,49;;
260180 BETANIA;71,69;;
260190 BEZERROS;57,99;;
260200 BODOCO;70,72;;
260210 BOM CONSELHO;69,84;;
260220 BOM JARDIM;68,06;;
260230 BONITO;72,08;;
260240 BREJAO;73,34;;
260250 BREJINHO;62,13;;
260260 BREJO DA MADRE DE DEUS;62,71;;
260270 BUENOS AIRES;68,11;;
260280 BUIQUE;80,94;;
260290 CABO DE SANTO AGOSTINHO;50,1;;
260300 CABROBO;70,39;;
260310 CACHOEIRINHA;60,02;;
260320 CAETES;77,63;;
260330 CALCADO;73,85;;
260340 CALUMBI;65,66;;
260345 CAMARAGIBE;47,02;;
260350 CAMOCIM DE SAO FELIX;66,68;;
260360 CAMUTANGA;64,84;;
260370 CANHOTINHO;72,59;;
260380 CAPOEIRAS;72,91;;
260390 CARNAIBA;70,45;;
260392 CARNAUBEIRA DA PENHA;79,61;;
260400 CARPINA;54,88;;
260410 CARUARU;40,8;;
260415 CASINHAS;72,74;;
260420 CATENDE;67,36;;
260430 CEDRO;70,31;;
260440 CHA DE ALEGRIA;68,78;;
260450 CHA GRANDE;63,84;;
260460 CONDADO;67,37;;
260470 CORRENTES;71,38;;
260480 CORTES;71,88;;
260490 CUMARU;68,72;;
260500 CUPIRA;59,17;;
260510 CUSTODIA;57,46;;
260515 DORMENTES;68,35;;
260520 ESCADA;60,7;;
260530 EXU;75,1;;
260540 FEIRA NOVA;61,17;;
260545 FERNANDO DE NORONHA;5,79;;
260550 FERREIROS;64;;
260560 FLORES;68,31;;
260570 FLORESTA;59,97;;
260580 FREI MIGUELINHO;60,9;;
260590 GAMELEIRA;75,69;;
260600 GARANHUNS;52,72;;
260610 GLORIA DO GOITA;67,42;;
260620 GOIANA;61,04;;
260630 GRANITO;70,49;;
260640 GRAVATA;54,85;;
260650 IATI;76,36;;
260660 IBIMIRIM;74,56;;
260670 IBIRAJUBA;68,3;;
260680 IGARASSU;53,2;;
260690 IGUARACY;65,03;;
260700 INAJA;80,3;;
260710 INGAZEIRA;66,99;;
260720 IPOJUCA;57,66;;
260730 IPUBI;73,08;;
260740 ITACURUBA;63,25;;
260750 ITAIBA;72,5;;
260760 ILHA DE ITAMARACA;62,19;;
260765 ITAMBE;69,2;;
260770 ITAPETIM;58,09;;
260775 ITAPISSUMA;67,71;;
260780 ITAQUITINGA;67,37;;
260790 JABOATAO DOS GUARARAPES;45,42;;
260795 JAQUEIRA;77,32;;
260800 JATAUBA;69,58;;
260805 JATOBA;60,34;;
260810 JOAO ALFREDO;63,49;;
260820 JOAQUIM NABUCO;67,07;;
260825 JUCATI;71,22;;
260830 JUPI;65,73;;
260840 JUREMA;75,21;;
260845 LAGOA DO CARRO;62,6;;
260850 LAGOA DE ITAENGA;68,61;;
260860 LAGOA DO OURO;71,76;;
260870 LAGOA DOS GATOS;66,59;;
260875 LAGOA GRANDE;63,59;;
260880 LAJEDO;57,2;;
260890 LIMOEIRO;53,7;;
260900 MACAPARANA;65,73;;
260910 MACHADOS;70,44;;
260915 MANARI;81,34;;
260920 MARAIAL;78,38;;
260930 MIRANDIBA;80,65;;
260940 MORENO;60,18;;
260950 NAZARE DA MATA;58,59;;
260960 OLINDA;39,33;;
260970 OROBO;69,51;;
260980 OROCO;74,79;;
260990 OURICURI;70,31;;
261000 PALMARES;62,89;;
261010 PALMEIRINA;69,38;;
261020 PANELAS;72,43;;
261030 PARANATAMA;72,64;;
261040 PARNAMIRIM;71,27;;
261050 PASSIRA;68,01;;
261060 PAUDALHO;65,25;;
261070 PAULISTA;39,62;;
261080 PEDRA;72,9;;
261090 PESQUEIRA;63,74;;
261100 PETROLANDIA;62,16;;
261110 PETROLINA;47,12;;
261120 POCAO;70,48;;
261130 POMBOS;61,79;;
261140 PRIMAVERA;63,19;;
261150 QUIPAPA;75,39;;
261153 QUIXABA;71,26;;
261160 RECIFE;35,42;;
261170 RIACHO DAS ALMAS;61,81;;
261180 RIBEIRAO;63,45;;
261190 RIO FORMOSO;64,66;;
261200 SAIRE;59,95;;
261210 SALGADINHO;76,37;;
261220 SALGUEIRO;55,24;;
261230 SALOA;67;;
261240 SANHARO;69,25;;
261245 SANTA CRUZ;75,57;;
261247 SANTA CRUZ DA BAIXA VERDE;68,12;;
261250 SANTA CRUZ DO CAPIBARIBE;33,91;;
261255 SANTA FILOMENA;81,04;;
261260 SANTA MARIA DA BOA VISTA;68,96;;
261270 SANTA MARIA DO CAMBUCA;60,93;;
261280 SANTA TEREZINHA;68,93;;
261290 SAO BENEDITO DO SUL;80,24;;
261300 SAO BENTO DO UNA;68,52;;
261310 SAO CAITANO;60,48;;
261320 SAO JOAO;70,3;;
261330 SAO JOAQUIM DO MONTE;70,52;;
261340 SAO JOSE DA COROA GRANDE;68,52;;
261350 SAO JOSE DO BELMONTE;66,21;;
261360 SAO JOSE DO EGITO;60;;
261370 SAO LOURENCO DA MATA;56,56;;
261380 SAO VICENTE FERRER;74,81;;
261390 SERRA TALHADA;55,27;;
261400 SERRITA;74,56;;
261410 SERTANIA;65,28;;
261420 SIRINHAEM;67,07;;
261430 MOREILANDIA;76,95;;
261440 SOLIDAO;69,82;;
261450 SURUBIM;55,65;;
261460 TABIRA;66,95;;
261470 TACAIMBO;70,3;;
261480 TACARATU;71,42;;
261485 TAMANDARE;69,77;;
261500 TAQUARITINGA DO NORTE;37,64;;
261510 TEREZINHA;73,45;;
261520 TERRA NOVA;69,45;;
261530 TIMBAUBA;61,84;;
261540 TORITAMA;37,27;;
261550 TRACUNHAEM;70,24;;
261560 TRINDADE;65,53;;
261570 TRIUNFO;55,33;;
261580 TUPANATINGA;81,42;;
261590 TUPARETAMA;52,61;;
261600 VENTUROSA;67,13;;
261610 VERDEJANTE;68,59;;
261618 VERTENTE DO LERIO;70,25;;
261620 VERTENTES;53,46;;
261630 VICENCIA;72,26;;
261640 VITORIA DE SANTO ANTAO;57,09;;
261650 XEXEU;70,87;;
270010 AGUA BRANCA;74,95;;
270020 ANADIA;73,2;;
270030 ARAPIRACA;53,95;;
270040 ATALAIA;76,69;;
270050 BARRA DE SANTO ANTONIO;75,5;;
270060 BARRA DE SAO MIGUEL;54,98;;
270070 BATALHA;68,83;;
270080 BELEM;64,87;;
270090 BELO MONTE;81,36;;
270100 BOCA DA MATA;70,92;;
270110 BRANQUINHA;74,7;;
270120 CACIMBINHAS;72,37;;
270130 CAJUEIRO;76,8;;
270135 CAMPESTRE;69,37;;
270140 CAMPO ALEGRE;77,93;;
270150 CAMPO GRANDE;81,38;;
270160 CANAPI;79,99;;
270170 CAPELA;70,99;;
270180 CARNEIROS;75,52;;
270190 CHA PRETA;71,45;;
270200 COITE DO NOIA;73,48;;
270210 COLONIA LEOPOLDINA;73,2;;
270220 COQUEIRO SECO;62,98;;
270230 CORURIPE;65,13;;
270235 CRAIBAS;76,38;;
270240 DELMIRO GOUVEIA;59,4;;
270250 DOIS RIACHOS;77,86;;
270255 ESTRELA DE ALAGOAS;74,94;;
270260 FEIRA GRANDE;77,33;;
270270 FELIZ DESERTO;72,07;;
270280 FLEXEIRAS;75,4;;
270290 GIRAU DO PONCIANO;80,75;;
270300 IBATEGUARA;80,93;;
270310 IGACI;72,56;;
270320 IGREJA NOVA;76,96;;
270330 INHAPI;85,17;;
270340 JACARE DOS HOMENS;75,28;;
270350 JACUIPE;74,96;;
270360 JAPARATINGA;71,31;;
270370 JARAMATAIA;76,08;;
270375 JEQUIA DA PRAIA;78,52;;
270380 JOAQUIM GOMES;78,8;;
270390 JUNDIA;71,19;;
270400 JUNQUEIRO;66,09;;
270410 LAGOA DA CANOA;72,47;;
270420 LIMOEIRO DE ANADIA;76,95;;
270430 MACEIO;40,67;;
270440 MAJOR ISIDORO;68,68;;
270450 MARAGOGI;70,47;;
270460 MARAVILHA;76,31;;
270470 MARECHAL DEODORO;60,52;;
270480 MARIBONDO;61,53;;
270490 MAR VERMELHO;69,79;;
270500 MATA GRANDE;76,45;;
270510 MATRIZ DE CAMARAGIBE;74,13;;
270520 MESSIAS;70,72;;
270530 MINADOR DO NEGRAO;72,08;;
270540 MONTEIROPOLIS;79,3;;
270550 MURICI;73,42;;
270560 NOVO LINO;77,34;;
270570 OLHO D'AGUA DAS FLORES;71,69;;
270580 OLHO D'AGUA DO CASADO;74,92;;
270590 OLHO D'AGUA GRANDE;85,92;;
270600 OLIVENCA;76,59;;
270610 OURO BRANCO;72,4;;
270620 PALESTINA;81,99;;
270630 PALMEIRA DOS INDIOS;57,57;;
270640 PAO DE ACUCAR;74,64;;
270642 PARICONHA;71,15;;
270644 PARIPUEIRA;65,16;;
270650 PASSO DE CAMARAGIBE;79,5;;
270660 PAULO JACINTO;72,37;;
270670 PENEDO;64,16;;
270680 PIACABUCU;76,29;;
270690 PILAR;68,53;;
270700 PINDOBA;65,9;;
270710 PIRANHAS;72,06;;
270720 POCO DAS TRINCHEIRAS;84,58;;
270730 PORTO CALVO;69,95;;
270740 PORTO DE PEDRAS;77,25;;
270750 PORTO REAL DO COLEGIO;80,19;;
270760 QUEBRANGULO;74,3;;
270770 RIO LARGO;56,37;;
270780 ROTEIRO;79,88;;
270790 SANTA LUZIA DO NORTE;65,24;;
270800 SANTANA DO IPANEMA;69,88;;
270810 SANTANA DO MUNDAU;76,36;;
270820 SAO BRAS;78,86;;
270830 SAO JOSE DA LAJE;67,73;;
270840 SAO JOSE DA TAPERA;78,7;;
270850 SAO LUIS DO QUITUNDE;72,17;;
270860 SAO MIGUEL DOS CAMPOS;58,77;;
270870 SAO MIGUEL DOS MILAGRES;72,41;;
270880 SAO SEBASTIAO;75,05;;
270890 SATUBA;59,67;;
270895 SENADOR RUI PALMEIRA;80,58;;
270900 TANQUE D'ARCA;74,09;;
270910 TAQUARANA;73,88;;
270915 TEOTONIO VILELA;72,69;;
270920 TRAIPU;81,67;;
270930 UNIAO DOS PALMARES;65,88;;
270940 VICOSA;73,37;;
280010 AMPARO DE SAO FRANCISCO;68,66;;
280020 AQUIDABA;68,42;;
280030 ARACAJU;31,69;;
280040 ARAUA;73,16;;
280050 AREIA BRANCA;65,05;;
280060 BARRA DOS COQUEIROS;57,15;;
280067 BOQUIM;62,01;;
280070 BREJO GRANDE;80,69;;
280100 CAMPO DO BRITO;57,04;;
280110 CANHOBA;70,29;;
280120 CANINDE DE SAO FRANCISCO;73,11;;
280130 CAPELA;65,49;;
280140 CARIRA;62,77;;
280150 CARMOPOLIS;59,66;;
280160 CEDRO DE SAO JOAO;61,82;;
280170 CRISTINAPOLIS;73,6;;
280190 CUMBE;66,98;;
280200 DIVINA PASTORA;61,01;;
280210 ESTANCIA;55,55;;
280220 FEIRA NOVA;71,83;;
280230 FREI PAULO;50,32;;
280240 GARARU;76,07;;
280250 GENERAL MAYNARD;60,94;;
280260 GRACHO CARDOSO;72,69;;
280270 ILHA DAS FLORES;83,28;;
280280 INDIAROBA;74,97;;
280290 ITABAIANA;49,98;;
280300 ITABAIANINHA;70,86;;
280310 ITABI;66,71;;
280320 ITAPORANGA D'AJUDA;71,04;;
280330 JAPARATUBA;64,91;;
280340 JAPOATA;71,99;;
280350 LAGARTO;55,04;;
280360 LARANJEIRAS;67,95;;
280370 MACAMBIRA;61,77;;
280380 MALHADA DOS BOIS;69,17;;
280390 MALHADOR;58,43;;
280400 MARUIM;60,91;;
280410 MOITA BONITA;56,09;;
280420 MONTE ALEGRE DE SERGIPE;76,07;;
280430 MURIBECA;65,61;;
280440 NEOPOLIS;66,96;;
280445 NOSSA SENHORA APARECIDA;67,8;;
280450 NOSSA SENHORA DA GLORIA;62,76;;
280460 NOSSA SENHORA DAS DORES;65,74;;
280470 NOSSA SENHORA DE LOURDES;69,83;;
280480 NOSSA SENHORA DO SOCORRO;52,85;;
280490 PACATUBA;80,18;;
280500 PEDRA MOLE;61,3;;
280510 PEDRINHAS;70,51;;
280520 PINHAO;59,59;;
280530 PIRAMBU;71,2;;
280540 POCO REDONDO;78,99;;
280550 POCO VERDE;67,31;;
280560 PORTO DA FOLHA;76,68;;
280570 PROPRIA;55,26;;
280580 RIACHAO DO DANTAS;76,32;;
280590 RIACHUELO;63,37;;
280600 RIBEIROPOLIS;52,65;;
280610 ROSARIO DO CATETE;59,47;;
280620 SALGADO;63,17;;
280630 SANTA LUZIA DO ITANHY;79,53;;
280640 SANTANA DO SAO FRANCISCO;72,32;;
280650 SANTA ROSA DE LIMA;78,11;;
280660 SANTO AMARO DAS BROTAS;59,91;;
280670 SAO CRISTOVAO;49,53;;
280680 SAO DOMINGOS;60,27;;
280690 SAO FRANCISCO;69,11;;
280700 SAO MIGUEL DO ALEIXO;65,38;;
280710 SIMAO DIAS;60;;
280720 SIRIRI;67,64;;
280730 TELHA;67,81;;
280740 TOBIAS BARRETO;60,95;;
280750 TOMAR DO GERU;76,4;;
280760 UMBAUBA;67,03;;
290010 ABAIRA;58,06;;
290020 ABARE;77,57;;
290030 ACAJUTIBA;71,58;;
290035 ADUSTINA;74,07;;
290040 AGUA FRIA;74,83;;
290050 ERICO CARDOSO;61,85;;
290060 AIQUARA;63,92;;
290070 ALAGOINHAS;45,46;;
290080 ALCOBACA;59,73;;
290090 ALMADINA;67,6;;
290100 AMARGOSA;60,23;;
290110 AMELIA RODRIGUES;52,83;;
290115 AMERICA DOURADA;78,87;;
290120 ANAGE;66,3;;
290130 ANDARAI;79,24;;
290135 ANDORINHA;64,28;;
290140 ANGICAL;68,43;;
290150 ANGUERA;69,43;;
290160 ANTAS;66,87;;
290170 ANTONIO CARDOSO;65,38;;
290180 ANTONIO GONCALVES;62,96;;
290190 APORA;75,36;;
290195 APUAREMA;68,31;;
290200 ARACATU;53,81;;
290205 ARACAS;71,8;;
290210 ARACI;75,29;;
290220 ARAMARI;67,18;;
290225 ARATACA;70,98;;
290230 ARATUIPE;69,02;;
290240 AURELINO LEAL;69,2;;
290250 BAIANOPOLIS;70,87;;
290260 BAIXA GRANDE;70,66;;
290265 BANZAE;69,08;;
290270 BARRA;78,95;;
290280 BARRA DA ESTIVA;70,19;;
290290 BARRA DO CHOCA;64,3;;
290300 BARRA DO MENDES;65,54;;
290310 BARRA DO ROCHA;66,31;;
290320 BARREIRAS;41,63;;
290323 BARRO ALTO;66,13;;
290327 BARROCAS;61,19;;
290330 BARRO PRETO;65,98;;
290340 BELMONTE;67,74;;
290350 BELO CAMPO;65,4;;
290360 BIRITINGA;74,58;;
290370 BOA NOVA;73,76;;
290380 BOA VISTA DO TUPIM;76,76;;
290390 BOM JESUS DA LAPA;61,49;;
290395 BOM JESUS DA SERRA;71,78;;
290400 BONINAL;67,52;;
290405 BONITO;69,37;;
290410 BOQUIRA;62,96;;
290420 BOTUPORA;71,07;;
290430 BREJOES;70,99;;
290440 BREJOLANDIA;75,91;;
290450 BROTAS DE MACAUBAS;69,2;;
290460 BRUMADO;52,41;;
290470 BUERAREMA;64,52;;
290475 BURITIRAMA;81,71;;
290480 CAATIBA;59,51;;
290485 CABACEIRAS DO PARAGUACU;74,71;;
290490 CACHOEIRA;61,24;;
290500 CACULE;50,02;;
290510 CAEM;74,72;;
290515 CAETANOS;69,13;;
290520 CAETITE;56,76;;
290530 CAFARNAUM;71,46;;
290540 CAIRU;61,73;;
290550 CALDEIRAO GRANDE;73,72;;
290560 CAMACAN;65,44;;
290570 CAMACARI;41,82;;
290580 CAMAMU;69,56;;
290590 CAMPO ALEGRE DE LOURDES;77,41;;
290600 CAMPO FORMOSO;70,97;;
290610 CANAPOLIS;71,93;;
290620 CANARANA;66,85;;
290630 CANAVIEIRAS;64,31;;
290640 CANDEAL;66,37;;
290650 CANDEIAS;45,8;;
290660 CANDIBA;58,26;;
290670 CANDIDO SALES;68,94;;
290680 CANSANCAO;75,29;;
290682 CANUDOS;71,43;;
290685 CAPELA DO ALTO ALEGRE;61,24;;
290687 CAPIM GROSSO;58;;
290689 CARAIBAS;63,93;;
290690 CARAVELAS;61,1;;
290700 CARDEAL DA SILVA;77,83;;
290710 CARINHANHA;77,98;;
290720 CASA NOVA;65,34;;
290730 CASTRO ALVES;64,71;;
290740 CATOLANDIA;69,48;;
290750 CATU;49,73;;
290755 CATURAMA;67,94;;
290760 CENTRAL;72,74;;
290770 CHORROCHO;73,97;;
290780 CICERO DANTAS;61,33;;
290790 CIPO;65,35;;
290800 COARACI;64,02;;
290810 COCOS;68,48;;
290820 CONCEICAO DA FEIRA;63,48;;
290830 CONCEICAO DO ALMEIDA;69,76;;
290840 CONCEICAO DO COITE;59,6;;
290850 CONCEICAO DO JACUIPE;47,71;;
290860 CONDE;77,62;;
290870 CONDEUBA;65,82;;
290880 CONTENDAS DO SINCORA;64,75;;
290890 CORACAO DE MARIA;68,73;;
290900 CORDEIROS;63,26;;
290910 CORIBE;72,19;;
290920 CORONEL JOAO SA;71;;
290930 CORRENTINA;64,03;;
290940 COTEGIPE;72,49;;
290950 CRAVOLANDIA;71,2;;
290960 CRISOPOLIS;74,91;;
290970 CRISTOPOLIS;69,35;;
290980 CRUZ DAS ALMAS;50,88;;
290990 CURACA;72,88;;
291000 DARIO MEIRA;77,51;;
291005 DIAS D'AVILA;46,73;;
291010 DOM BASILIO;64,95;;
291020 DOM MACEDO COSTA;62,21;;
291030 ELISIO MEDRADO;58,58;;
291040 ENCRUZILHADA;75,29;;
291050 ENTRE RIOS;68,19;;
291060 ESPLANADA;70,07;;
291070 EUCLIDES DA CUNHA;68,32;;
291072 EUNAPOLIS;45,41;;
291075 FATIMA;68,86;;
291077 FEIRA DA MATA;74,54;;
291080 FEIRA DE SANTANA;41,07;;
291085 FILADELFIA;71,37;;
291090 FIRMINO ALVES;56,65;;
291100 FLORESTA AZUL;68,67;;
291110 FORMOSA DO RIO PRETO;67,3;;
291120 GANDU;55,56;;
291125 GAVIAO;61,63;;
291130 GENTIO DO OURO;74,52;;
291140 GLORIA;66;;
291150 GONGOGI;71,1;;
291160 GOVERNADOR MANGABEIRA;62,38;;
291165 GUAJERU;62,8;;
291170 GUANAMBI;45,86;;
291180 GUARATINGA;67,52;;
291185 HELIOPOLIS;69,94;;
291190 IACU;70,73;;
291200 IBIASSUCE;53,91;;
291210 IBICARAI;61,96;;
291220 IBICOARA;64,7;;
291230 IBICUI;65,5;;
291240 IBIPEBA;67,9;;
291250 IBIPITANGA;69,74;;
291260 IBIQUERA;76,6;;
291270 IBIRAPITANGA;69,01;;
291280 IBIRAPUA;47,78;;
291290 IBIRATAIA;65,73;;
291300 IBITIARA;68,36;;
291310 IBITITA;67,74;;
291320 IBOTIRAMA;61,13;;
291330 ICHU;56,99;;
291340 IGAPORA;63,98;;
291345 IGRAPIUNA;68,92;;
291350 IGUAI;72,82;;
291360 ILHEUS;45,39;;
291370 INHAMBUPE;70,72;;
291380 IPECAETA;75,96;;
291390 IPIAU;57,4;;
291400 IPIRA;67,11;;
291410 IPUPIARA;65,15;;
291420 IRAJUBA;71,5;;
291430 IRAMAIA;73,58;;
291440 IRAQUARA;75,81;;
291450 IRARA;60,09;;
291460 IRECE;52,65;;
291465 ITABELA;63,5;;
291470 ITABERABA;56,57;;
291480 ITABUNA;41,7;;
291490 ITACARE;63,84;;
291500 ITAETE;72,05;;
291510 ITAGI;71,29;;
291520 ITAGIBA;66,19;;
291530 ITAGIMIRIM;60,25;;
291535 ITAGUACU DA BAHIA;73,41;;
291540 ITAJU DO COLONIA;65,81;;
291550 ITAJUIPE;56,44;;
291560 ITAMARAJU;54,75;;
291570 ITAMARI;58,69;;
291580 ITAMBE;55,16;;
291590 ITANAGRA;74,35;;
291600 ITANHEM;59,08;;
291610 ITAPARICA;59,09;;
291620 ITAPE;65,67;;
291630 ITAPEBI;65,41;;
291640 ITAPETINGA;39,11;;
291650 ITAPICURU;79,22;;
291660 ITAPITANGA;73,33;;
291670 ITAQUARA;76,34;;
291680 ITARANTIM;60,27;;
291685 ITATIM;67,71;;
291690 ITIRUCU;62,84;;
291700 ITIUBA;76,23;;
291710 ITORORO;57,91;;
291720 ITUACU;66,43;;
291730 ITUBERA;60,87;;
291733 IUIU;69,14;;
291735 JABORANDI;69,22;;
291740 JACARACI;59,41;;
291750 JACOBINA;54,34;;
291760 JAGUAQUARA;65,32;;
291770 JAGUARARI;57,58;;
291780 JAGUARIPE;73,05;;
291790 JANDAIRA;80,45;;
291800 JEQUIE;51,72;;
291810 JEREMOABO;67,66;;
291820 JIQUIRICA;69,13;;
291830 JITAUNA;69,4;;
291835 JOAO DOURADO;69,06;;
291840 JUAZEIRO;51,41;;
291845 JUCURUCU;77,89;;
291850 JUSSARA;70,05;;
291855 JUSSARI;66,58;;
291860 JUSSIAPE;51,33;;
291870 LAFAIETE COUTINHO;67,39;;
291875 LAGOA REAL;72,98;;
291880 LAJE;70,74;;
291890 LAJEDAO;55,47;;
291900 LAJEDINHO;77,37;;
291905 LAJEDO DO TABOCAL;71,71;;
291910 LAMARAO;79,87;;
291915 LAPAO;70,23;;
291920 LAURO DE FREITAS;33,32;;
291930 LENCOIS;64,8;;
291940 LICINIO DE ALMEIDA;58,82;;
291950 LIVRAMENTO DE NOSSA SENHORA;61,67;;
291955 LUIS EDUARDO MAGALHAES;33,64;;
291960 MACAJUBA;80,24;;
291970 MACARANI;55,85;;
291980 MACAUBAS;69,81;;
291990 MACURURE;72,15;;
291992 MADRE DE DEUS;46,07;;
291995 MAETINGA;63,31;;
292000 MAIQUINIQUE;62,84;;
292010 MAIRI;63,88;;
