;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 1991;;;
Município;% população com renda < 1/2 SM;;
290510 CAEM;97,37;;
290515 CAETANOS;98,03;;
290520 CAETITE;91,12;;
290530 CAFARNAUM;95,7;;
290540 CAIRU;96,94;;
290550 CALDEIRAO GRANDE;96,28;;
290560 CAMACAN;94,15;;
290570 CAMACARI;79,37;;
290580 CAMAMU;95,04;;
290590 CAMPO ALEGRE DE LOURDES;96,61;;
290600 CAMPO FORMOSO;95,18;;
290610 CANAPOLIS;98,43;;
290620 CANARANA;91,33;;
290630 CANAVIEIRAS;93,64;;
290640 CANDEAL;97,02;;
290650 CANDEIAS;80,98;;
290660 CANDIBA;97,36;;
290670 CANDIDO SALES;93,03;;
290680 CANSANCAO;95,82;;
290682 CANUDOS;96,9;;
290685 CAPELA DO ALTO ALEGRE;94,5;;
290687 CAPIM GROSSO;93,99;;
290689 CARAIBAS;92,8;;
290690 CARAVELAS;93,22;;
290700 CARDEAL DA SILVA;96,52;;
290710 CARINHANHA;95,97;;
290720 CASA NOVA;95,52;;
290730 CASTRO ALVES;95,65;;
290740 CATOLANDIA;93,75;;
290750 CATU;84,11;;
290755 CATURAMA;96,64;;
290760 CENTRAL;92,18;;
290770 CHORROCHO;98,36;;
290780 CICERO DANTAS;93,78;;
290790 CIPO;91,52;;
290800 COARACI;93,72;;
290810 COCOS;95,46;;
290820 CONCEICAO DA FEIRA;87,9;;
290830 CONCEICAO DO ALMEIDA;93;;
290840 CONCEICAO DO COITE;93,39;;
290850 CONCEICAO DO JACUIPE;89,28;;
290860 CONDE;96,78;;
290870 CONDEUBA;96,06;;
290880 CONTENDAS DO SINCORA;92,26;;
290890 CORACAO DE MARIA;94,2;;
290900 CORDEIROS;97,19;;
290910 CORIBE;93,51;;
290920 CORONEL JOAO SA;97,74;;
290930 CORRENTINA;94,86;;
290940 COTEGIPE;95,11;;
290950 CRAVOLANDIA;96,05;;
290960 CRISOPOLIS;94,16;;
290970 CRISTOPOLIS;92,66;;
290980 CRUZ DAS ALMAS;87,2;;
290990 CURACA;92,67;;
291000 DARIO MEIRA;97,07;;
291005 DIAS D'AVILA;77,6;;
291010 DOM BASILIO;93,77;;
291020 DOM MACEDO COSTA;93,37;;
291030 ELISIO MEDRADO;95,2;;
291040 ENCRUZILHADA;94,82;;
291050 ENTRE RIOS;95,19;;
291060 ESPLANADA;92,63;;
291070 EUCLIDES DA CUNHA;96,2;;
291072 EUNAPOLIS;82,87;;
291075 FATIMA;97,55;;
291077 FEIRA DA MATA;95,48;;
291080 FEIRA DE SANTANA;75,7;;
291085 FILADELFIA;96,77;;
291090 FIRMINO ALVES;89,37;;
291100 FLORESTA AZUL;94,27;;
291110 FORMOSA DO RIO PRETO;89;;
291120 GANDU;81,6;;
291125 GAVIAO;91,93;;
291130 GENTIO DO OURO;95,71;;
291140 GLORIA;94,69;;
291150 GONGOGI;97,46;;
291160 GOVERNADOR MANGABEIRA;96,52;;
291165 GUAJERU;95,3;;
291170 GUANAMBI;86,68;;
291180 GUARATINGA;92,32;;
291185 HELIOPOLIS;97,67;;
291190 IACU;95,94;;
291200 IBIASSUCE;93,54;;
291210 IBICARAI;91,79;;
291220 IBICOARA;97,64;;
291230 IBICUI;90,81;;
291240 IBIPEBA;92,39;;
291250 IBIPITANGA;93,76;;
291260 IBIQUERA;98,16;;
291270 IBIRAPITANGA;96,19;;
291280 IBIRAPUA;94,37;;
291290 IBIRATAIA;93,41;;
291300 IBITIARA;94,48;;
291310 IBITITA;95,32;;
291320 IBOTIRAMA;92,94;;
291330 ICHU;92,63;;
291340 IGAPORA;96,62;;
291345 IGRAPIUNA;95,35;;
291350 IGUAI;95,66;;
291360 ILHEUS;86,16;;
291370 INHAMBUPE;94,02;;
291380 IPECAETA;96,11;;
291390 IPIAU;87,68;;
291400 IPIRA;93,43;;
291410 IPUPIARA;92,73;;
291420 IRAJUBA;95,79;;
291430 IRAMAIA;96,88;;
291440 IRAQUARA;96,65;;
291450 IRARA;94,57;;
291460 IRECE;82,92;;
291465 ITABELA;92,51;;
291470 ITABERABA;91,08;;
291480 ITABUNA;78,73;;
291490 ITACARE;91,62;;
291500 ITAETE;97,68;;
291510 ITAGI;95,68;;
291520 ITAGIBA;96,12;;
291530 ITAGIMIRIM;89,65;;
291535 ITAGUACU DA BAHIA;99,29;;
291540 ITAJU DO COLONIA;97,62;;
291550 ITAJUIPE;91,37;;
291560 ITAMARAJU;87,04;;
291570 ITAMARI;91,56;;
291580 ITAMBE;94,88;;
291590 ITANAGRA;96,16;;
291600 ITANHEM;89,37;;
291610 ITAPARICA;93,64;;
291620 ITAPE;97,48;;
291630 ITAPEBI;97,09;;
291640 ITAPETINGA;85,56;;
291650 ITAPICURU;94,93;;
291660 ITAPITANGA;94,36;;
291670 ITAQUARA;95,74;;
291680 ITARANTIM;97,38;;
291685 ITATIM;96,17;;
291690 ITIRUCU;93,38;;
291700 ITIUBA;95,05;;
291710 ITORORO;92,31;;
291720 ITUACU;92,05;;
291730 ITUBERA;95,08;;
291733 IUIU;93,58;;
291735 JABORANDI;96,82;;
291740 JACARACI;97,44;;
291750 JACOBINA;87,26;;
291760 JAGUAQUARA;90,52;;
291770 JAGUARARI;92,01;;
291780 JAGUARIPE;97,21;;
291790 JANDAIRA;96,93;;
291800 JEQUIE;87,68;;
291810 JEREMOABO;92,95;;
291820 JIQUIRICA;94,49;;
291830 JITAUNA;95,67;;
291835 JOAO DOURADO;92,82;;
291840 JUAZEIRO;86,26;;
291845 JUCURUCU;97,2;;
291850 JUSSARA;97,7;;
291855 JUSSARI;96,55;;
291860 JUSSIAPE;91,81;;
291870 LAFAIETE COUTINHO;99,23;;
291875 LAGOA REAL;96,97;;
291880 LAJE;93,21;;
291890 LAJEDAO;83,46;;
291900 LAJEDINHO;99;;
291905 LAJEDO DO TABOCAL;98,23;;
291910 LAMARAO;96,79;;
291915 LAPAO;93,98;;
291920 LAURO DE FREITAS;75,11;;
291930 LENCOIS;92,92;;
291940 LICINIO DE ALMEIDA;93,96;;
291950 LIVRAMENTO DE NOSSA SENHORA;90,22;;
291960 MACAJUBA;98,07;;
291970 MACARANI;91,63;;
291980 MACAUBAS;95,26;;
291990 MACURURE;98,8;;
291992 MADRE DE DEUS;84,14;;
291995 MAETINGA;97,26;;
292000 MAIQUINIQUE;95,94;;
292010 MAIRI;92,73;;
292020 MALHADA;98,3;;
292030 MALHADA DE PEDRAS;92,99;;
292040 MANOEL VITORINO;97,68;;
292045 MANSIDAO;98,67;;
292050 MARACAS;95,44;;
292060 MARAGOGIPE;92,54;;
292070 MARAU;95,82;;
292080 MARCIONILIO SOUZA;97,28;;
292090 MASCOTE;97,22;;
292100 MATA DE SAO JOAO;87,17;;
292105 MATINA;98,94;;
292110 MEDEIROS NETO;86,46;;
292120 MIGUEL CALMON;93,27;;
292130 MILAGRES;93,24;;
292140 MIRANGABA;97,49;;
292145 MIRANTE;94,74;;
292150 MONTE SANTO;97,27;;
292160 MORPARA;96,72;;
292170 MORRO DO CHAPEU;93,15;;
292180 MORTUGABA;94,8;;
292190 MUCUGE;93,93;;
292200 MUCURI;88,04;;
292205 MULUNGU DO MORRO;97,15;;
292210 MUNDO NOVO;95,5;;
292220 MUNIZ FERREIRA;94,58;;
292225 MUQUEM DE SAO FRANCISCO;97,42;;
292230 MURITIBA;91,12;;
292240 MUTUIPE;95,23;;
292250 NAZARE;89,37;;
292260 NILO PECANHA;94,39;;
292265 NORDESTINA;96,53;;
292270 NOVA CANAA;92,22;;
292273 NOVA FATIMA;84,15;;
292275 NOVA IBIA;93,68;;
292280 NOVA ITARANA;98,48;;
292285 NOVA REDENCAO;96,56;;
292290 NOVA SOURE;94,81;;
292300 NOVA VICOSA;87,62;;
292303 NOVO HORIZONTE;93,09;;
292305 NOVO TRIUNFO;98,82;;
292310 OLINDINA;96,4;;
292320 OLIVEIRA DOS BREJINHOS;97,75;;
292330 OURICANGAS;96,32;;
292335 OUROLANDIA;94,72;;
292340 PALMAS DE MONTE ALTO;96,37;;
292350 PALMEIRAS;90,96;;
292360 PARAMIRIM;96,64;;
292370 PARATINGA;98,5;;
292380 PARIPIRANGA;92,13;;
292390 PAU BRASIL;96,94;;
292400 PAULO AFONSO;78,89;;
292405 PE DE SERRA;98,43;;
292410 PEDRAO;95,9;;
292420 PEDRO ALEXANDRE;97,87;;
292430 PIATA;97,67;;
292440 PILAO ARCADO;99,34;;
292450 PINDAI;96,06;;
292460 PINDOBACU;97,93;;
292465 PINTADAS;95,26;;
292467 PIRAI DO NORTE;94,48;;
292470 PIRIPA;95,02;;
292480 PIRITIBA;96,61;;
292490 PLANALTINO;95,57;;
292500 PLANALTO;95,63;;
292510 POCOES;92,23;;
292520 POJUCA;81,54;;
292525 PONTO NOVO;98,74;;
292530 PORTO SEGURO;85,85;;
292540 POTIRAGUA;95,33;;
292550 PRADO;93,78;;
292560 PRESIDENTE DUTRA;95,44;;
292570 PRESIDENTE JANIO QUADROS;97,73;;
292575 PRESIDENTE TANCREDO NEVES;98,31;;
292580 QUEIMADAS;96;;
292590 QUIJINGUE;98,3;;
292593 QUIXABEIRA;98,02;;
292595 RAFAEL JAMBEIRO;96,78;;
292600 REMANSO;93,68;;
292610 RETIROLANDIA;96,33;;
292620 RIACHAO DAS NEVES;96,37;;
292630 RIACHAO DO JACUIPE;89,38;;
292640 RIACHO DE SANTANA;96,06;;
292650 RIBEIRA DO AMPARO;97,01;;
292660 RIBEIRA DO POMBAL;91,05;;
292665 RIBEIRAO DO LARGO;95,68;;
292670 RIO DE CONTAS;93,01;;
292680 RIO DO ANTONIO;96,7;;
292690 RIO DO PIRES;95,52;;
292700 RIO REAL;91,81;;
292710 RODELAS;83,39;;
292720 RUY BARBOSA;93,37;;
292730 SALINAS DA MARGARIDA;96,09;;
292740 SALVADOR;61,84;;
292750 SANTA BARBARA;92,65;;
292760 SANTA BRIGIDA;95,95;;
292770 SANTA CRUZ CABRALIA;88,89;;
292780 SANTA CRUZ DA VITORIA;94,14;;
292790 SANTA INES;96,24;;
292800 SANTALUZ;93,11;;
292805 SANTA LUZIA;94,68;;
292810 SANTA MARIA DA VITORIA;91,97;;
292820 SANTANA;91,13;;
292830 SANTANOPOLIS;98,03;;
292840 SANTA RITA DE CASSIA;96,7;;
292850 SANTA TERESINHA;94,7;;
292860 SANTO AMARO;87,28;;
292870 SANTO ANTONIO DE JESUS;85,17;;
292880 SANTO ESTEVAO;91,29;;
292890 SAO DESIDERIO;92,3;;
292895 SAO DOMINGOS;93,44;;
292900 SAO FELIX;90,66;;
292905 SAO FELIX DO CORIBE;94,97;;
292910 SAO FELIPE;96,43;;
292920 SAO FRANCISCO DO CONDE;86,98;;
292925 SAO GABRIEL;97,79;;
292930 SAO GONCALO DOS CAMPOS;91,83;;
292935 SAO JOSE DA VITORIA;98,85;;
292937 SAO JOSE DO JACUIPE;94,52;;
292940 SAO MIGUEL DAS MATAS;92,82;;
292950 SAO SEBASTIAO DO PASSE;86,59;;
292960 SAPEACU;91,09;;
292970 SATIRO DIAS;97,68;;
292975 SAUBARA;95,05;;
292980 SAUDE;97,23;;
292990 SEABRA;92,23;;
293000 SEBASTIAO LARANJEIRAS;93,82;;
293010 SENHOR DO BONFIM;89,31;;
293015 SERRA DO RAMALHO;98,41;;
293020 SENTO SE;96,7;;
293030 SERRA DOURADA;96,02;;
293040 SERRA PRETA;98,55;;
293050 SERRINHA;90,49;;
293060 SERROLANDIA;95,32;;
293070 SIMOES FILHO;81,41;;
293075 SITIO DO MATO;98,31;;
293076 SITIO DO QUINTO;96,5;;
293077 SOBRADINHO;86,61;;
293080 SOUTO SOARES;97,91;;
293090 TABOCAS DO BREJO VELHO;97,9;;
293100 TANHACU;95,67;;
293105 TANQUE NOVO;94,46;;
293110 TANQUINHO;92,37;;
293120 TAPEROA;96,38;;
293130 TAPIRAMUTA;95,68;;
293135 TEIXEIRA DE FREITAS;82,53;;
293140 TEODORO SAMPAIO;91,4;;
293150 TEOFILANDIA;94,88;;
293160 TEOLANDIA;92,2;;
293170 TERRA NOVA;93,47;;
293180 TREMEDAL;95,48;;
293190 TUCANO;95,36;;
293200 UAUA;95,06;;
293210 UBAIRA;97,02;;
293220 UBAITABA;88,3;;
293230 UBATA;91,76;;
293240 UIBAI;96,94;;
293245 UMBURANAS;99,07;;
293250 UNA;93,92;;
293260 URANDI;94,35;;
293270 URUCUCA;95,26;;
293280 UTINGA;94,23;;
293290 VALENCA;89,94;;
293300 VALENTE;90,96;;
293305 VARZEA DA ROCA;97,35;;
293310 VARZEA DO POCO;96,77;;
293315 VARZEA NOVA;97,94;;
293317 VARZEDO;94,16;;
293320 VERA CRUZ;88,85;;
293325 VEREDA;91;;
293330 VITORIA DA CONQUISTA;79,95;;
293340 WAGNER;94,97;;
293345 WANDERLEY;94,85;;
293350 WENCESLAU GUIMARAES;97,25;;
293360 XIQUE-XIQUE;92,53;;
310010 ABADIA DOS DOURADOS;78,66;;
310020 ABAETE;78,3;;
310030 ABRE CAMPO;92,69;;
310040 ACAIACA;84,1;;
310050 ACUCENA;93,09;;
310060 AGUA BOA;93,56;;
310070 AGUA COMPRIDA;72,36;;
310080 AGUANIL;88,35;;
310090 AGUAS FORMOSAS;89,21;;
310100 AGUAS VERMELHAS;92,87;;
310110 AIMORES;83,46;;
310120 AIURUOCA;82,54;;
310130 ALAGOA;83,35;;
310140 ALBERTINA;69,15;;
310150 ALEM PARAIBA;69,11;;
310160 ALFENAS;62,8;;
310170 ALMENARA;88,46;;
310180 ALPERCATA;91,52;;
310190 ALPINOPOLIS;74,48;;
310200 ALTEROSA;85,62;;
310210 ALTO RIO DOCE;91,76;;
310220 ALVARENGA;92,91;;
310230 ALVINOPOLIS;84,65;;
310240 ALVORADA DE MINAS;95,09;;
310250 AMPARO DO SERRA;90,93;;
310260 ANDRADAS;49,84;;
310270 CACHOEIRA DE PAJEU;91,95;;
310280 ANDRELANDIA;84,97;;
310290 ANTONIO CARLOS;88,54;;
310300 ANTONIO DIAS;91,9;;
310310 ANTONIO PRADO DE MINAS;90,76;;
310320 ARACAI;73,98;;
310330 ARACITABA;84,54;;
310340 ARACUAI;88,59;;
310350 ARAGUARI;65,4;;
310360 ARANTINA;86,08;;
310370 ARAPONGA;90,84;;
310380 ARAPUA;78,1;;
310390 ARAUJOS;82,67;;
310400 ARAXA;62,59;;
310410 ARCEBURGO;75,28;;
310420 ARCOS;76,3;;
310430 AREADO;75,89;;
310440 ARGIRITA;89,77;;
310450 ARINOS;89,43;;
310460 ASTOLFO DUTRA;81,3;;
310470 ATALEIA;93,5;;
310480 AUGUSTO DE LIMA;93,57;;
310490 BAEPENDI;87,92;;
310500 BALDIM;81,55;;
310510 BAMBUI;74,17;;
310520 BANDEIRA;95,15;;
310530 BANDEIRA DO SUL;75,3;;
310540 BARAO DE COCAIS;75,67;;
310550 BARAO DE MONTE ALTO;92,48;;
310560 BARBACENA;70,17;;
310570 BARRA LONGA;87,62;;
310590 BARROSO;86,13;;
310600 BELA VISTA DE MINAS;86,6;;
310610 BELMIRO BRAGA;85,03;;
310620 BELO HORIZONTE;46,18;;
310630 BELO ORIENTE;87,46;;
310640 BELO VALE;87,92;;
310650 BERILO;92,52;;
310660 BERTOPOLIS;94,82;;
310670 BETIM;74,82;;
310680 BIAS FORTES;94,36;;
310690 BICAS;63,69;;
310700 BIQUINHAS;85,33;;
310710 BOA ESPERANCA;77,31;;
310720 BOCAINA DE MINAS;86,12;;
310730 BOCAIUVA;88,5;;
310740 BOM DESPACHO;70,03;;
310750 BOM JARDIM DE MINAS;79,14;;
310760 BOM JESUS DA PENHA;79,75;;
310770 BOM JESUS DO AMPARO;90,58;;
310780 BOM JESUS DO GALHO;93,89;;
310790 BOM REPOUSO;78,78;;
310800 BOM SUCESSO;83,71;;
310810 BONFIM;90,04;;
310820 BONFINOPOLIS DE MINAS;81,3;;
310830 BORDA DA MATA;73;;
310840 BOTELHOS;79,59;;
310850 BOTUMIRIM;91,6;;
310860 BRASILIA DE MINAS;93,78;;
310870 BRAS PIRES;97,52;;
310880 BRAUNAS;87,13;;
310890 BRAZOPOLIS;84,85;;
310900 BRUMADINHO;75,27;;
310910 BUENO BRANDAO;72,96;;
310920 BUENOPOLIS;89,54;;
310930 BURITIS;89,96;;
310940 BURITIZEIRO;91,22;;
310950 CABO VERDE;80,15;;
310960 CACHOEIRA DA PRATA;69,21;;
310970 CACHOEIRA DE MINAS;84,86;;
310980 CACHOEIRA DOURADA;83,46;;
310990 CAETANOPOLIS;72,71;;
311000 CAETE;74,13;;
311010 CAIANA;89,39;;
311020 CAJURI;95,67;;
311030 CALDAS;75,71;;
311040 CAMACHO;89,81;;
311050 CAMANDUCAIA;69,19;;
311060 CAMBUI;63,79;;
311070 CAMBUQUIRA;77,89;;
311080 CAMPANARIO;89,45;;
311090 CAMPANHA;75,49;;
311100 CAMPESTRE;77,45;;
311110 CAMPINA VERDE;77,67;;
311120 CAMPO BELO;80,5;;
311130 CAMPO DO MEIO;79,54;;
311140 CAMPO FLORIDO;71,79;;
311150 CAMPOS ALTOS;76,52;;
311160 CAMPOS GERAIS;82,78;;
311170 CANAA;95,14;;
311180 CANAPOLIS;70,32;;
311190 CANA VERDE;86,23;;
311200 CANDEIAS;85,92;;
311210 CAPARAO;84,94;;
311220 CAPELA NOVA;90,54;;
311230 CAPELINHA;89,41;;
311240 CAPETINGA;75,03;;
311250 CAPIM BRANCO;80,95;;
311260 CAPINOPOLIS;74,85;;
311270 CAPITAO ENEAS;91,12;;
311280 CAPITOLIO;74,1;;
311290 CAPUTIRA;95,05;;
311300 CARAI;95,45;;
311310 CARANAIBA;95,86;;
311320 CARANDAI;85,96;;
311330 CARANGOLA;80,5;;
311340 CARATINGA;85,46;;
311350 CARBONITA;88,15;;
311360 CAREACU;76,58;;
311370 CARLOS CHAGAS;85,01;;
311380 CARMESIA;94,5;;
311390 CARMO DA CACHOEIRA;80,93;;
311400 CARMO DA MATA;83,54;;
311410 CARMO DE MINAS;81,85;;
311420 CARMO DO CAJURU;81,73;;
311430 CARMO DO PARANAIBA;72,62;;
311440 CARMO DO RIO CLARO;84,54;;
311450 CARMOPOLIS DE MINAS;86,39;;
311460 CARRANCAS;86,56;;
311470 CARVALHOPOLIS;86,34;;
311480 CARVALHOS;86,83;;
311490 CASA GRANDE;94,61;;
311500 CASCALHO RICO;75,2;;
311510 CASSIA;69,64;;
311520 CONCEICAO DA BARRA DE MINAS;95,02;;
311530 CATAGUASES;78,51;;
311540 CATAS ALTAS DA NORUEGA;95,08;;
311550 CAXAMBU;75,25;;
311560 CEDRO DO ABAETE;85,1;;
311570 CENTRAL DE MINAS;86,78;;
311580 CENTRALINA;76,27;;
311590 CHACARA;80,65;;
311600 CHALE;84,86;;
311610 CHAPADA DO NORTE;92,64;;
311620 CHIADOR;90,24;;
311630 CIPOTANEA;95,16;;
311640 CLARAVAL;66,56;;
311650 CLARO DOS POCOES;93,75;;
311660 CLAUDIO;83,86;;
311670 COIMBRA;84,83;;
311680 COLUNA;89,97;;
311690 COMENDADOR GOMES;59,06;;
311700 COMERCINHO;95,74;;
311710 CONCEICAO DA APARECIDA;81,59;;
311720 CONCEICAO DAS PEDRAS;78,84;;
311730 CONCEICAO DAS ALAGOAS;65,49;;
311740 CONCEICAO DE IPANEMA;92,44;;
311750 CONCEICAO DO MATO DENTRO;89,24;;
311760 CONCEICAO DO PARA;85,1;;
311770 CONCEICAO DO RIO VERDE;86,42;;
311780 CONCEICAO DOS OUROS;81,87;;
311790 CONGONHAL;67,8;;
311800 CONGONHAS;71,45;;
311810 CONGONHAS DO NORTE;93,75;;
311820 CONQUISTA;83,6;;
311830 CONSELHEIRO LAFAIETE;69,31;;
311840 CONSELHEIRO PENA;86,34;;
311850 CONSOLACAO;86,61;;
311860 CONTAGEM;59,96;;
311870 COQUEIRAL;86,2;;
311880 CORACAO DE JESUS;95,1;;
311890 CORDISBURGO;85,09;;
311900 CORDISLANDIA;82,19;;
311910 CORINTO;82,23;;
311920 COROACI;94,91;;
311930 COROMANDEL;75,54;;
311940 CORONEL FABRICIANO;68,33;;
311950 CORONEL MURTA;93,83;;
311960 CORONEL PACHECO;85,46;;
311970 CORONEL XAVIER CHAVES;91,77;;
311980 CORREGO DANTA;80,88;;
311990 CORREGO DO BOM JESUS;85,28;;
312000 CORREGO NOVO;95,44;;
312010 COUTO DE MAGALHAES DE MINAS;92,18;;
312020 CRISTAIS;81,36;;
312030 CRISTALIA;95,86;;
312040 CRISTIANO OTONI;86,62;;
312050 CRISTINA;82,02;;
312060 CRUCILANDIA;84,71;;
312070 CRUZEIRO DA FORTALEZA;74,2;;
312080 CRUZILIA;80,61;;
312090 CURVELO;80,27;;
312100 DATAS;85,4;;
312110 DELFIM MOREIRA;87,21;;
312120 DELFINOPOLIS;79,79;;
312130 DESCOBERTO;89,28;;
312140 DESTERRO DE ENTRE RIOS;91,67;;
312150 DESTERRO DO MELO;87,61;;
312160 DIAMANTINA;78,67;;
312170 DIOGO DE VASCONCELOS;91,75;;
312180 DIONISIO;88,26;;
312190 DIVINESIA;93,02;;
312200 DIVINO;87,92;;
312210 DIVINO DAS LARANJEIRAS;90,06;;
312220 DIVINOLANDIA DE MINAS;93,62;;
312230 DIVINOPOLIS;65,01;;
312240 DIVISA NOVA;84,47;;
312250 DOM CAVATI;78,77;;
312260 DOM JOAQUIM;93,84;;
312270 DOM SILVERIO;89,9;;
312280 DOM VICOSO;85,58;;
312290 DONA EUSEBIA;87,4;;
312300 DORES DE CAMPOS;85,13;;
312310 DORES DE GUANHAES;94,45;;
312320 DORES DO INDAIA;72,31;;
312330 DORES DO TURVO;92,9;;
312340 DORESOPOLIS;86,37;;
312350 DOURADOQUARA;75,79;;
312360 ELOI MENDES;70,12;;
312370 ENGENHEIRO CALDAS;85,66;;
312380 ENGENHEIRO NAVARRO;92,63;;
312390 ENTRE RIOS DE MINAS;87,52;;
312400 ERVALIA;85,72;;
312410 ESMERALDAS;83,4;;
312420 ESPERA FELIZ;86,58;;
312430 ESPINOSA;93,11;;
312440 ESPIRITO SANTO DO DOURADO;80,03;;
312450 ESTIVA;70,07;;
312460 ESTRELA DALVA;87,44;;
312470 ESTRELA DO INDAIA;80,98;;
312480 ESTRELA DO SUL;85,33;;
312490 EUGENOPOLIS;86,67;;
312500 EWBANK DA CAMARA;85,55;;
312510 EXTREMA;62,62;;
312520 FAMA;79,46;;
312530 FARIA LEMOS;87,18;;
312540 FELICIO DOS SANTOS;95,11;;
312550 SAO GONCALO DO RIO PRETO;93,26;;
312560 FELISBURGO;90,77;;
312570 FELIXLANDIA;81,85;;
312580 FERNANDES TOURINHO;96,3;;
312590 FERROS;91,18;;
312600 FLORESTAL;70,3;;
312610 FORMIGA;78,21;;
312620 FORMOSO;84,67;;
312630 FORTALEZA DE MINAS;82,08;;
312640 FORTUNA DE MINAS;83,76;;
312650 FRANCISCO BADARO;95,99;;
312660 FRANCISCO DUMONT;92,11;;
312670 FRANCISCO SA;92,1;;
312680 FREI GASPAR;97,21;;
312690 FREI INOCENCIO;84,63;;
312700 FRONTEIRA;55,83;;
312705 FRONTEIRA DOS VALES;96,71;;
312710 FRUTAL;63,81;;
312720 FUNILANDIA;78,29;;
312730 GALILEIA;87,05;;
312740 GONCALVES;80,97;;
312750 GONZAGA;96,15;;
312760 GOUVEIA;88,27;;
312770 GOVERNADOR VALADARES;68,22;;
312780 GRAO MOGOL;92,65;;
312790 GRUPIARA;84,33;;
312800 GUANHAES;83,83;;
312810 GUAPE;84,08;;
312820 GUARACIABA;93,49;;
312830 GUARANESIA;76,45;;
312840 GUARANI;82,87;;
312850 GUARARA;81,17;;
312860 GUARDA-MOR;75,63;;
312870 GUAXUPE;67,6;;
312880 GUIDOVAL;82,56;;
312890 GUIMARANIA;78,01;;
312900 GUIRICEMA;89,07;;
312910 GURINHATA;79,03;;
312920 HELIODORA;91,31;;
312930 IAPU;88,79;;
312940 IBERTIOGA;86,73;;
312950 IBIA;70,04;;
312960 IBIAI;92,27;;
312970 IBIRACI;67,81;;
312980 IBIRITE;82,5;;
312990 IBITIURA DE MINAS;66,44;;
313000 IBITURUNA;83,75;;
313010 IGARAPE;83,73;;
313020 IGARATINGA;75,3;;
313030 IGUATAMA;76,2;;
313040 IJACI;91,21;;
313050 ILICINEA;82,6;;
313060 INCONFIDENTES;77,48;;
313070 INDIANOPOLIS;77,43;;
313080 INGAI;83,01;;
313090 INHAPIM;89,24;;
313100 INHAUMA;84,24;;
313110 INIMUTABA;82,57;;
313120 IPANEMA;86,81;;
313130 IPATINGA;64,37;;
313140 IPIACU;83,22;;
313150 IPUIUNA;53,54;;
313160 IRAI DE MINAS;68,63;;
313170 ITABIRA;63,23;;
313180 ITABIRINHA;84,86;;
313190 ITABIRITO;68,12;;
313200 ITACAMBIRA;97,32;;
313210 ITACARAMBI;95,83;;
313220 ITAGUARA;78,79;;
313230 ITAIPE;96,23;;
313240 ITAJUBA;62,62;;
313250 ITAMARANDIBA;92,76;;
313260 ITAMARATI DE MINAS;87,99;;
313270 ITAMBACURI;86,94;;
313280 ITAMBE DO MATO DENTRO;82,5;;
313290 ITAMOGI;79,28;;
313300 ITAMONTE;83,18;;
313310 ITANHANDU;71,63;;
313320 ITANHOMI;89,02;;
313330 ITAOBIM;90,87;;
313340 ITAPAGIPE;69,66;;
313350 ITAPECERICA;81,7;;
313360 ITAPEVA;66,43;;
313370 ITATIAIUCU;79,3;;
313375 ITAU DE MINAS;61,96;;
313380 ITAUNA;65,46;;
313390 ITAVERAVA;90,53;;
313400 ITINGA;95,88;;
313410 ITUETA;89,15;;
313420 ITUIUTABA;66,02;;
313430 ITUMIRIM;85,44;;
313440 ITURAMA;73,38;;
313450 ITUTINGA;80,79;;
313460 JABOTICATUBAS;84,92;;
313470 JACINTO;93,18;;
313480 JACUI;85,52;;
313490 JACUTINGA;70,05;;
313500 JAGUARACU;88,13;;
313510 JANAUBA;85,67;;
313520 JANUARIA;90,64;;
313530 JAPARAIBA;85,81;;
313540 JECEABA;87,26;;
313550 JEQUERI;91,62;;
313560 JEQUITAI;91,02;;
313570 JEQUITIBA;88,51;;
313580 JEQUITINHONHA;89,53;;
313590 JESUANIA;87,25;;
313600 JOAIMA;91,48;;
313610 JOANESIA;95,63;;
313620 JOAO MONLEVADE;70,03;;
313630 JOAO PINHEIRO;84,82;;
313640 JOAQUIM FELICIO;90,79;;
313650 JORDANIA;89,21;;
313660 NOVA UNIAO;90,3;;
313670 JUIZ DE FORA;51,68;;
313680 JURAMENTO;92,65;;
313690 JURUAIA;83,04;;
313700 LADAINHA;96,86;;
313710 LAGAMAR;88,39;;
313720 LAGOA DA PRATA;76,24;;
313730 LAGOA DOS PATOS;88,28;;
313740 LAGOA DOURADA;90,11;;
313750 LAGOA FORMOSA;76,59;;
313760 LAGOA SANTA;71,69;;
313770 LAJINHA;85,48;;
313780 LAMBARI;83,2;;
313790 LAMIM;94,74;;
313800 LARANJAL;86,97;;
313810 LASSANCE;89,85;;
313820 LAVRAS;64,21;;
313830 LEANDRO FERREIRA;84,97;;
313840 LEOPOLDINA;78,61;;
313850 LIBERDADE;84,21;;
313860 LIMA DUARTE;82,39;;
313870 LUMINARIAS;84,88;;
313880 LUZ;73,63;;
313890 MACHACALIS;90,33;;
313900 MACHADO;76,37;;
313910 MADRE DE DEUS DE MINAS;87,71;;
313920 MALACACHETA;94,12;;
313930 MANGA;93,35;;
313940 MANHUACU;81,56;;
